iter	Logloss
128	0.1722014954
129	0.170757885
130	0.169410498
131	0.1680665749
132	0.1671172331
133	0.1659248518
134	0.1646289166
135	0.1633965429
136	0.1625292247
137	0.1612025051
138	0.1601042823
139	0.1589268168
140	0.1578342621
141	0.1566970227
142	0.1555798435
143	0.1545637661
144	0.1533928941
145	0.1523280474
146	0.1512515009
147	0.1504230747
148	0.1491323651
149	0.1481000669
150	0.1472540581
151	0.1463850055
152	0.1458942573
153	0.145269391
154	0.1442389688
155	0.1432837384
156	0.1424533879
157	0.1416152392
158	0.1406751136
159	0.1397918463
160	0.139284826
161	0.1383261488
162	0.1377260943
163	0.136801207
164	0.1359693714
165	0.1354457482
166	0.1346288608
167	0.1339307572
168	0.1335178321
169	0.1329232192
170	0.1323878931
171	0.131739271
172	0.1310300535
173	0.1304711661
174	0.1297862023
175	0.129109694
176	0.1286756867
177	0.1278353575
178	0.1269710122
179	0.1263197961
180	0.1256432318
181	0.1248903978
182	0.1241896307
183	0.1236089622
184	0.1230706088
185	0.1225712179
186	0.1219556396
187	0.1215010164
188	0.1208751582
189	0.1202326823
190	0.1194868446
191	0.1193132528
192	0.1187506402
193	0.1183490922
194	0.1181211936
195	0.1175943701
196	0.1172403866
197	0.1166311196
198	0.1162115147
199	0.1157399154
200	0.1152737583
201	0.1148192261
202	0.1141538567
203	0.1135766762
204	0.1132265786
205	0.1127122617
206	0.1121157975
207	0.1117190006
208	0.1111777846
209	0.1109147638
210	0.1103070343
211	0.1097607681
212	0.1093872849
213	0.1088610809
214	0.1086985854
215	0.1082421075
216	0.1079994547
217	0.1077487069
218	0.1074207662
219	0.1069267831
220	0.106325417
221	0.1057883941
222	0.1054610245
223	0.1051298502
224	0.1048329766
225	0.1045331759
226	0.1040635232
227	0.103775668
228	0.1035374785
229	0.1030946222
230	0.1027732237
231	0.1024884458
232	0.102166192
233	0.1019215572
234	0.1013715551
235	0.1011071645
236	0.1008190193
237	0.1005380629
238	0.1000522458
239	0.0997866492
240	0.09947276011
241	0.09904106313
242	0.0987511497
243	0.09831385062
244	0.09804088927
245	0.09754992646
246	0.097141662
247	0.09671682532
248	0.09633961577
249	0.09611960946
250	0.09578527973
251	0.09543975833
252	0.09512771445
253	0.09473640603
254	0.09444222345
255	0.09405010654
256	0.09363787968
257	0.09335306031
258	0.09304563308
259	0.09274621813
260	0.09241037494
261	0.09211748206
262	0.09186316102
263	0.09156084423
264	0.09117348098
265	0.09078024726
266	0.09045206214
267	0.09028775689
268	0.08994232215
269	0.08961967459
270	0.0894680221
271	0.08927662288
272	0.08904327724
273	0.0888365245
274	0.08855058916
275	0.08834100254
276	0.08800823264
277	0.08774164547
278	0.08752617916
279	0.08724559768
280	0.08695313712
281	0.08673426813
282	0.08651104823
283	0.08631691371
284	0.08591179789
285	0.08561990155
286	0.08530351992
287	0.08494593916
288	0.08476617188
289	0.08453138489
290	0.08438366116
291	0.08411926861
292	0.08385140444
293	0.08363412581
294	0.08346472015
295	0.08327452701
296	0.0829749919
297	0.08291649838
298	0.08254645339
299	0.08226781394
300	0.08211464624
301	0.08186040445
302	0.08162906515
303	0.08136654478
304	0.08117646526
305	0.08094579715
306	0.08071506341
307	0.08041104908
308	0.08016723582
309	0.08005769454
310	0.07976388923
311	0.07945819916
312	0.07921225966
313	0.0789714857
314	0.0786797541
315	0.07848721732
316	0.07822832355
317	0.07797742131
318	0.07780601055
319	0.0776065855
320	0.07739735966
321	0.07707782901
322	0.07694606177
323	0.07668132105
324	0.07636692045
325	0.0761027873
326	0.07590969704
327	0.07574468755
328	0.07555208799
329	0.075504447
330	0.07523979944
331	0.07502710239
332	0.07483722396
333	0.07459902832
334	0.07437552582
335	0.074151695
336	0.07399379735
337	0.07373575771
338	0.07352517012
339	0.07331406655
340	0.073098525
341	0.07292245278
342	0.07270084223
343	0.07247056561
344	0.07226081967
345	0.07202736153
346	0.07185891969
347	0.07164311543
348	0.07144831015
349	0.07125071888
350	0.07108976564
351	0.07094389042
352	0.07080587497
353	0.07062996903
354	0.07046210474
355	0.07026291533
356	0.07005990079
357	0.06990385934
358	0.06968003761
359	0.06955299684
360	0.06936385728
361	0.06915502093
362	0.06908034596
363	0.06898416366
364	0.06880184356
365	0.06859601986
366	0.06844497216
367	0.06828771251
368	0.06807721503
369	0.0679327421
370	0.06780840516
371	0.06758780056
372	0.06743219537
373	0.06728598536
374	0.06725798803
375	0.06713888024
376	0.06691830333
377	0.06677834981
378	0.06660294655
379	0.06634692994
380	0.066178558
381	0.06598054595
382	0.06580911235
383	0.06565196526
384	0.06546574351
385	0.06533211348
386	0.06518021983
387	0.06500746457
388	0.06492804895
389	0.06474458268
390	0.06452995494
391	0.0644092718
392	0.06424013857
393	0.06404068545
394	0.06383703366
395	0.06370053823
396	0.06356686546
397	0.06338767302
398	0.06316606792
399	0.0630938069
400	0.06295917011
401	0.06286068092
402	0.06270136807
403	0.0625041141
404	0.06237514498
405	0.06226096066
406	0.06212093132
407	0.06194926029
408	0.06186210683
409	0.06173449517
410	0.06157997742
411	0.06139104625
412	0.0612548942
413	0.06116494655
414	0.06096152434
415	0.06078447277
416	0.06065866355
417	0.06050908776
418	0.06036193602
419	0.06028704307
420	0.06013364176
421	0.05996583711
422	0.05975711491
423	0.05961362435
424	0.0595451347
425	0.05941659404
426	0.0592715565
427	0.05912140226
428	0.0589734438
429	0.05882051406
430	0.05866326674
431	0.05848235202
432	0.05830209108
433	0.0581421556
434	0.058032758
435	0.05786537253
436	0.05779938279
437	0.05765770773
438	0.0575283877
439	0.05735026826
440	0.0572473616
441	0.05712553177
442	0.0570582153
443	0.05692530098
444	0.05679415366
445	0.05663929088
446	0.05650690337
447	0.05640251246
448	0.05630251835
449	0.05619676356
450	0.05608609193
451	0.05600911949
452	0.05591143767
453	0.05578720658
454	0.05566063285
455	0.05554999829
456	0.05540845769
457	0.05532028121
458	0.05519357849
459	0.05509605294
460	0.05494516841
461	0.05485294883
462	0.05468921921
463	0.05453277796
464	0.05447377992
465	0.05441146736
466	0.05427969803
467	0.05414067503
468	0.05405963722
469	0.05399721566
470	0.05389263167
471	0.05375441179
472	0.05368035265
473	0.05355962987
474	0.05342184473
475	0.05333185585
476	0.05324593163
477	0.05307635537
478	0.05305941955
479	0.05292404645
480	0.05282284258
481	0.05272521576
482	0.05264082323
483	0.05256741608
484	0.05247231024
485	0.05238854708
486	0.05229284707
487	0.05223950476
488	0.05214354531
489	0.0520044668
490	0.05186941017
491	0.05175580071
492	0.05168686947
493	0.05153962397
494	0.05144210576
495	0.05132943621
496	0.05123409079
497	0.05111579586
498	0.05102465725
499	0.05090811395
500	0.05086027385
501	0.05076780121
502	0.05065490533
503	0.05063379907
504	0.05048527271
505	0.05037189972
506	0.05027345375
507	0.05013235298
508	0.05005824579
509	0.0500088555
510	0.0499073367
511	0.04980398171
512	0.04972252598
513	0.04959359913
514	0.04954721104
515	0.04944255186
516	0.04936563922
517	0.04923950243
518	0.04917430524
519	0.04915471608
520	0.04904378256
521	0.04899099422
522	0.0489314044
523	0.04881455232
524	0.04869825762
525	0.0486114727
526	0.04850974213
527	0.04841572448
528	0.04829847061
529	0.04823720814
530	0.04813444834
531	0.04804930646
532	0.04800056268
533	0.04793939661
534	0.04784668062
535	0.0477548546
536	0.04768243308
537	0.04766183916
538	0.04755888551
539	0.04744886161
540	0.04736853987
541	0.04730513446
542	0.04720134779
543	0.0470849236
544	0.04697956782
545	0.04687295543
546	0.04677876765
547	0.04669432435
548	0.04659868018
549	0.04655614846
550	0.04643894613
551	0.04635239887
552	0.04622950045
553	0.04615613843
554	0.04606939085
555	0.04597330164
556	0.04589339479
557	0.04582714843
558	0.04575263487
559	0.04563632774
560	0.04553981617
561	0.04548356615
562	0.04540949687
563	0.04534370016
564	0.04524471897
565	0.04512400916
566	0.04505919151
567	0.04504622668
568	0.04494759917
569	0.04487266191
570	0.04482586793
571	0.04473604928
572	0.04465755421
573	0.04456661328
574	0.04450144909
575	0.04442444724
576	0.04430274643
577	0.04422501327
578	0.04418391432
579	0.04411521848
580	0.04402974491
581	0.04395474533
582	0.04388436904
583	0.04383452873
584	0.04375100279
585	0.04366871575
586	0.04357219874
587	0.04341676779
588	0.04334226857
589	0.04326784703
590	0.0431704861
591	0.04308421909
592	0.04302173771
593	0.04293782261
594	0.04286197384
595	0.04281289762
596	0.0427111503
597	0.04264161484
598	0.04258723484
599	0.04250623339
600	0.04245027848
601	0.04234581875
602	0.04231521009
603	0.04225019166
604	0.04217033938
605	0.04210026915
606	0.04200030143
607	0.04192733483
608	0.04182538625
609	0.04171311358
610	0.04162549568
611	0.04159430751
612	0.04153452715
613	0.0414000133
614	0.04133985107
615	0.04127496241
616	0.04122051905
617	0.04113370872
618	0.04105255919
619	0.04097538068
620	0.04092161531
621	0.04088877216
622	0.04084577262
623	0.04073375778
624	0.04067332037
625	0.0406225083
626	0.04054418925
627	0.04049561753
628	0.04044997977
629	0.04036251349
630	0.04030167244
631	0.04025149768
632	0.04018144914
633	0.04012423349
634	0.04007887919
635	0.03999624037
636	0.03992957425
637	0.03983386783
638	0.03978313482
639	0.03970857534
640	0.03964806135
641	0.0395868458
642	0.03952733224
643	0.03943490968
644	0.03933739634
645	0.03924032377
646	0.03916538356
647	0.0390888366
648	0.03901399356
649	0.03893075666
650	0.0388609815
651	0.0388020634
652	0.03874472644
653	0.03868554911
654	0.03860377673
655	0.03855390191
656	0.03850832697
657	0.03844125298
658	0.03838142289
659	0.03834723935
660	0.03827877525
661	0.03821434636
662	0.03814402201
663	0.03808985925
664	0.03803345526
665	0.03793945362
666	0.03788954939
667	0.03782386361
668	0.03776842114
669	0.03770343533
670	0.03765193737
671	0.03760166507
672	0.03752678706
673	0.03748865139
674	0.03741343468
675	0.03733306888
676	0.03726086317
677	0.03721604514
678	0.03715390464
679	0.03709915724
680	0.03704744267
681	0.03701019504
682	0.03694115019
683	0.03685534181
684	0.03678267496
685	0.03672380351
686	0.03662699901
687	0.03656288908
688	0.03653247609
689	0.0364747653
690	0.03641568451
691	0.03634410329
692	0.03626265875
693	0.03621894962
694	0.03617497111
695	0.03614060668
696	0.0360688329
697	0.03600181395
698	0.03596469061
699	0.03591424182
700	0.03586088953
701	0.03580717266
702	0.03575436195
703	0.03566552297
704	0.03559323268
705	0.03554931861
706	0.03550273825
707	0.03547998456
708	0.03543913791
709	0.03537626203
710	0.03532357003
711	0.03527639549
712	0.03520701658
713	0.03515450578
714	0.03510777997
715	0.03507639815
716	0.03505881663
717	0.03499822647
718	0.03497883208
719	0.03490808259
720	0.03484621327
721	0.03476047441
722	0.03469914989
723	0.03466323395
724	0.03460872924
725	0.03454363141
726	0.03449462471
727	0.03440764559
728	0.03432383615
729	0.03428303644
730	0.03424120789
731	0.03418867679
732	0.03410840185
733	0.03408093883
734	0.03403193556
735	0.03396864244
736	0.03393371294
737	0.03386293123
738	0.03379916657
739	0.03378858509
740	0.0337719558
741	0.03373212405
742	0.03366156354
743	0.03359769113
744	0.03355291637
745	0.0335105301
746	0.03343606669
747	0.03337239924
748	0.03331290748
749	0.03326629083
750	0.03322700407
751	0.03315321149
752	0.03307988798
753	0.03304950712
754	0.03297970699
755	0.0329299414
756	0.03285645698
757	0.03280947892
758	0.03273618749
759	0.03267752405
760	0.03262680624
761	0.03254002674
762	0.03249058022
763	0.03244210409
764	0.03240375057
765	0.03235589618
766	0.03228271124
767	0.03222845873
768	0.03216705289
769	0.03211690893
770	0.03206790636
771	0.03201953847
772	0.03199709359
773	0.03195052733
774	0.031900721
775	0.03184565738
776	0.03183087043
777	0.03176482323
778	0.03171329457
779	0.03170926965
780	0.03170149378
781	0.03160696767
782	0.03154356097
783	0.03149557721
784	0.03145147648
785	0.03140903534
786	0.03136460621
787	0.03130582926
788	0.03125624969
789	0.03121724629
790	0.03117932743
791	0.03113467636
792	0.03105908638
793	0.0310024917
794	0.03092378623
795	0.03089031397
796	0.03084690137
797	0.03080784339
798	0.030760818
799	0.03071049222
800	0.03065165418
801	0.03059557776
802	0.03053065885
803	0.03047164572
804	0.03042101564
805	0.0303436509
806	0.0303155538
807	0.03027310435
808	0.03024071181
809	0.03019928601
810	0.03015805823
811	0.03009000714
812	0.03004156199
813	0.02998673631
814	0.02992223923
815	0.02987182313
816	0.0298243182
817	0.02978357588
818	0.02973816536
819	0.02969156652
820	0.029640634
821	0.02959348218
822	0.02957110602
823	0.02952212976
824	0.02947418354
825	0.02942514366
826	0.02937216662
827	0.02930036563
828	0.02925473674
829	0.02921594405
830	0.02917175462
831	0.02912759317
832	0.02910705481
833	0.0290508974
834	0.02899117458
835	0.02895765026
836	0.02890580569
837	0.02887165916
838	0.02882544906
839	0.02876639007
840	0.02872042852
841	0.0286988548
842	0.02866084766
843	0.02862859828
844	0.02857871121
845	0.02855207962
846	0.0285086373
847	0.02847163061
848	0.02843100501
849	0.02837332558
850	0.028328673
851	0.0282888724
852	0.0282290148
853	0.02817873584
854	0.02813312378
855	0.02809016411
856	0.02804723825
857	0.02800606041
858	0.02793850145
859	0.02788667199
860	0.0278548004
861	0.02780976408
862	0.02776150629
863	0.02773463722
864	0.027698961
865	0.02765649672
866	0.02761052318
867	0.02755077348
868	0.02751179493
869	0.02746711812
870	0.02743392311
871	0.02737664835
872	0.02732814795
873	0.02728282567
874	0.02726241243
875	0.02723310328
876	0.02720028822
877	0.02714989377
878	0.02710057026
879	0.02706198712
880	0.02701133363
881	0.02696420851
882	0.02692069149
883	0.02687164976
884	0.02680780698
885	0.02677590561
886	0.02674344974
887	0.02671225973
888	0.02667694854
889	0.02663657154
890	0.0265980319
891	0.02656581993
892	0.02650696157
893	0.02645923956
894	0.02641937557
895	0.02637398009
896	0.02632372511
897	0.02628428939
898	0.02625355382
899	0.02620672253
900	0.02617121287
901	0.02611423957
902	0.02607156197
903	0.02602231961
904	0.02599267071
905	0.02594580441
906	0.02590105536
907	0.02586840925
908	0.0258337624
909	0.0257842437
910	0.02574567718
911	0.02571697481
912	0.02564717338
913	0.02560136638
914	0.025560464
915	0.02554682116
916	0.02549491768
917	0.02545299901
918	0.02543268257
919	0.02536888186
920	0.02533305126
921	0.02529688323
922	0.02526403102
923	0.02523182002
924	0.02518638794
925	0.02513891306
926	0.02510939842
927	0.02508284059
928	0.02505169644
929	0.02502671681
930	0.02499604215
931	0.02493963209
932	0.02491757608
933	0.02489656759
934	0.02484998987
935	0.02482541301
936	0.02478270302
937	0.02475622181
938	0.02470633849
939	0.0246778515
940	0.02463250237
941	0.02458051546
942	0.02454518564
943	0.0245081151
944	0.02448351138
945	0.02445175039
946	0.0244176231
947	0.02439294034
948	0.02434855872
949	0.02430407803
950	0.02425843628
951	0.02422094651
952	0.02419159852
953	0.02416012838
954	0.02412349857
955	0.02409077616
956	0.02405629737
957	0.02401905862
958	0.02399736378
959	0.02396198858
960	0.02392572579
961	0.02387700383
962	0.02383827499
963	0.02379882543
964	0.02376235766
965	0.02372897091
966	0.02369721828
967	0.02366103438
968	0.02362729225
969	0.02359058707
970	0.0235485
971	0.02352171863
972	0.02348917825
973	0.02346085527
974	0.02343152215
975	0.02339713172
976	0.02335874615
977	0.02332394582
978	0.02329178638
979	0.02327087255
980	0.02323266825
981	0.02319837404
982	0.02316385166
983	0.02312842281
984	0.02309348117
985	0.0230557741
986	0.02301246517
987	0.0229865673
988	0.02295350165
989	0.02291880673
990	0.02287770485
991	0.02283824925
992	0.0228026361
993	0.02276965252
994	0.02274635754
995	0.02272122112
996	0.02268987308
997	0.02265196341
998	0.02262496771
999	0.02257797608
